Ente,Unidade,Ano,Mes,Modalidade,Tipo,ProcessoLicitatorio,NumeroEdital,PublicacaoOficial,DataPublicacaoOficial,DataHomologacao,DataPublicacaoEdital,Objeto,Parecer,ValorEstimado,AdiadoSineDie,OrcamentoSigiloso,PercentualRecursosUniao
MACAE,PREFEITURA MACAE,2025,10,PREGÃO ELETRÔNICO,MENOR PREÇO P/LOTE,333731,PE SRP 092/2025,DIÁRIO OFICIAL DO MUNICÍPIO DE MACAÉ,2025-10-28,2025-11-03,2025-10-11,"SERVIÇOS DE COFFEE BREAK, INCLUINDO SERVIÇOS CORRELATOS E DE SUPORTE, VISANDO ATENDER O CALENDÁRIO DE EVENTOS INSTITUCIONAIS, PARA ATENDER ÀS NECESSIDADES DA SECRETARIA MUNICIPAL DE POLÍTICAS PARA AS",None,161574.95,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2025,10,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,336665,RGP PE 067/2025,SITE DA PREFEITURA,2025-10-28,2026-03-02,2025-10-13,"AQUISIÇÃO DE MATERIAIS HOSPITALARES DO TIPO FRALDAS DESCARTÁVEIS, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE.",None,8167198.41,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,12,CONCORRÊNCIA ELETRÔNICA (LEI 14.133/2021),MENOR PREÇO GLOBAL,336130,CE 027/2025,SITE DA PREFEITURA,2025-12-03,2026-01-20,2025-10-22,"PRESTAÇÃO DE SERVIÇOS TÉCNICOS, ADMINISTRATIVOS, JURÍDICOS, URBANÍSTICOS, AMBIENTAIS E SOCIAIS, VISANDO À IMPLEMENTAÇÃO DO PROGRAMA DE REGULARIZAÇÃO FUNDIÁRIA DO MUNICÍPIO DE MACAÉ, NA MODALIDADE REUR",None,30550987.36,NÃO,NÃO,
MACAE,CAMARA MACAE,2025,11,PREGÃO ELETRÔNICO,MENOR PREÇO GLOBAL,334494,PE 009/2025,DIÁRIO OFICIAL DO MUNICÍPIO DE MACAÉ,2025-11-10,2025-11-14,2025-10-24,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE ORNAMENTAÇÃO E ILUMINAÇÃO DE EVENTOS, NA MODALIDADE NATALINA, CONTEMPLANDO A LOCAÇÃO, MANUTENÇÃO, MONTAGEM E DESMONTAGEM DOS MATERIAIS",None,443791.58,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2025,11,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,334539,PE F 068/2025,PORTAL NACIONAL DE CONTRATAÇÕES PÚBLICAS - PNCP,2025-11-12,2025-11-17,2025-10-31,"AQUISIÇÃO DE MATERIAL DE USO DAS PRÁTICAS INTEGRATIVAS E COMPLEMENTARES EM SAÚDE – PICS DO TIPO PONTO ESFERA, AGULHA, PASTILHA E MOXA, PARA ATENDER PACIENTES USUÁRIOS DO SUS, NAS UNIDADES DE SAÚDE CEN",None,54435.92,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,11,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,336832,90099/2025,PNCP,2025-11-17,2025-02-05,2025-11-04,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE INSUMOS (MATERIAL DE CONSUMO) PARA ATENDER AS NECESSIDADES DO LABORATÓRIO DE CONTROLE DA QUALIDADE DA ÁGUA, ESTAÇÕES E UNIDADES DE TRATAMENTO",None,3594583.93,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2025,9,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,332932,RGP PE F057/2025,PORTAL DA TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2025-09-02,2025-09-16,2025-08-20,"AQUISIÇÃO DE MEDICAMENTOS PARA SUPRIR A NECESSIDADE DA CAF- CENTRAL DE ABASTECIMENTO FARMACÊUTICO E GARANTIR O CICLO DA ASSISTÊNCIA FARMACÊUTICA AOS USUÁRIOS DO SUS NO MUNICÍPIO DE MACAÉ, BEM COMO PAR",None,26289335.5,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,336145,PESRP 90103/2025,PNCP,2025-12-08,2026-01-06,2025-11-19,"REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL PRESTAÇÃO DE SERVIÇO DE INSEMINAÇÃO ARTIFICIAL EM TEMPO FIXO, PARA ATENDER ÀS NECESSIDADES DA SECRETARIA MUNICIPAL DE AGROECONOMIA.",None,1749664.0,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2025,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,336745,RGP PE F070/2025,PNCP,2025-12-02,2026-02-20,2025-11-19,"AQUISIÇÃO DE PROTETOR CPAP NASAL NEONATAL, PROTETOR OCULAR, BOLSA COLETORA DE URINA NEONATAL, TOUCA NEONATO, FITA ADESIVA DE SILICONE MACIO, FILME TRANSPARENTE DE POLIURETANO, SUPORTE PARA TUBO ENDOTR",None,686040.0,NÃO,NÃO,
MACAE,FUNDO MUN TRÂNSITO E TRANSPORTE MACAÉ,2025,12,PREGÃO ELETRÔNICO,MENOR PREÇO GLOBAL,336472,90104/2025,PNCP,2025-12-10,2025-12-29,2025-11-25,"PRESTAÇÃO DE SERVIÇOS CONTINUADOS DE MANUTENÇÃO DO PARQUE SEMAFÓRICO DO MUNICÍPIO DE MACAÉ, PARA ATENDER AS DEMANDAS DA SECRETARIA MUNICIPAL DE MOBILIDADE URBANA DE MACAÉ.",None,8365896.21,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/LOTE,335609,90102/2025,PNCP,2025-12-05,2025-12-09,2025-11-18,"REALIZAÇÃO DE SHOWS PIROTÉCNICOS, PARA EXECUÇÃO NO RÉVEILLON 2025/2026, EM MAR ABERTO NA CIDADE DE MACAÉ, INCLUINDO FORNECIMENTO DE FOGOS DE ARTIFÍCIO, LOCAÇÃO DE BALSAS, SERVIÇO DE REBOQUE E FUNDEIO,",None,3332278.4,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,11,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,336248,PE 094/2025,DIÁRIO OFICIAL DO MUNICÍPIO DE MACAÉ,2025-11-07,2025-11-10,2025-10-22,"CONTRATAÇÃO DE SOLUÇÃO TECNOLÓGICA INTEGRADA, DESTINADA A PROMOVER A QUALIDADE DE VIDA NO TRABALHO E O BEM-ESTAR DOS SERVIDORES PÚBLICOS DA PREFEITURA DE MACAÉ E SEUS DEPENDENTES (NÃO EXCEDENDO A 3 DE",None,1568757.6,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,11,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,334207,PE 095/2025,DIÁRIO OFICIAL DO MUNICÍPIO DE MACAÉ,2025-11-06,2025-11-10,2025-10-22,"REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE MATERIAIS GRÁFICOS PERSONALIZADOS, VISANDO ATENDER EVENTOS INSTITUCIONAIS PROMOVIDOS PELA SECRETARIA MUNICIPAL DE GESTÃO DE PESSOAS (SEMGESP) AO",None,36289.85,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,12,CONCORRÊNCIA ELETRÔNICA (LEI 14.133/2021),MENOR PREÇO GLOBAL,336011,CE 028/2025,SITE DA PREFEITURA,2025-12-04,2026-01-30,2025-10-22,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE ENGENHARIA, VISANDO A EXECUÇÃO DAS OBRAS DE REDE DE CAPTAÇÃO DE ESGOTO, ESTAÇÕES ELEVATÓRIAS, RECALQUES, ESTAÇÃO DE TRATAMENTO TERCIÁRIA DE 15L/S, D",None,51497199.44,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,12,CONCORRÊNCIA ELETRÔNICA (LEI 14.133/2021),MAIOR DESCONTO,334842,90029/2025,PNCP,2025-12-01,2025-12-15,2025-11-11,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REFORMA E COBERTURA DE QUADRA POLIESPORTIVA, LOCALIZADA NA RUA W VINTE, MIRANTE DA LAGOA, MACAÉ/RJ, COM FORNECIMENTO DE MÃO DE OBRA, MATERIAIS E EQUIPAMENTOS",None,3137987.42,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2025,11,PREGÃO ELETRÔNICO,MENOR PREÇO P/LOTE,334998,RGP PE F069/2025,PNCP,2025-11-25,2025-12-09,2025-11-11,AQUISIÇÃO DE MEDICAMENTO SEMAGLUTIDA (WEGOVY ) PARA SUPRIR A NECESSIDADE DA CAF - CENTRAL DE ABASTECIMENTO FARMACÊUTICO E GARANTIR O CICLO DA ASSISTÊNCIA FARMACÊUTICA AOS USUÁRIOS DO SUS NO MUNICÍPIO,None,7212458.7,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2025,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,337581,PE F073/2025,PNCP,2025-12-23,2025-05-30,2025-12-11,"FORNECIMENTO DE CATETER COM REVESTIMENTO HIDROFÍLICO LUBRIFICADO, VISANDO ATENDER AS NECESSIDADES DO PACIENTE S. B. P. P.",None,41673.6,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2025,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,336731,RGP PE F072/2025,PORTAL NACIONAL DE CONTRATAÇÕES PÚBLICAS - PNCP,2025-12-18,2026-02-05,2025-12-08,"AQUISIÇÃO DE INSUMOS BÁSICOS (INSUMOS PARA AFERIÇÃO DE GLICEMIA CAPILAR), COM FORNECIMENTO DE APARELHOS MONITORES (GLICOSÍMETROS) EM REGIME DE COMODATO, PARA SUPRIR AS NECESSIDADES DA CENTRAL DE ABAST",None,5152446.0,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/LOTE,336350,90107/2025,PNCP,2025-12-22,2026-02-13,2025-12-08,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS CONTINUADOS DE APOIO OPERACIONAL COM COVEIRO E ENCARREGADO, COM EQUIPAMENTOS E EPI, PROMOVENDO TODOS OS MEIOS E RECURSOS PROFISSIONAIS, VI",None,3006705.36,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2025,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,335162,PE F071/2025,PNCP,2025-12-08,2025-12-08,2025-11-24,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS HEMOTERAPIA – PLASMAFERESE TERAPÊUTICA, PROMOVENDO TODOS OS MEIOS (INSUMOS E EQUIPAMENTOS) E RECURSOS PROFISSIONAIS VISANDO ATENDER AOS",None,585000.0,NÃO,NÃO,
MACAE,FUNDO MUN ASSIST SOCIAL MACAÉ,2025,8,PREGÃO ELETRÔNICO,MENOR PREÇO GLOBAL,334528,90060/2025,PNCP,2025-08-15,2025-08-28,2025-07-31,"SERVIÇOS FUNERÁRIOS E FORNECIMENTO DE URNAS (ATAÚDES), PARA ATENDER ÀS NECESSIDADES SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIAL, DIREITOS HUMANOS, ACESSIBILIDADE E ECONOMIA SOLIDÁRIA. EDITAL ENVIAD",None,2032729.13,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2025,6,CONCORRÊNCIA ELETRÔNICA (LEI 14.133/2021),MAIOR DESCONTO,330315,CE 016/2025,SITE DA PREFEITURA,2025-06-25,2025-08-05,2025-05-29,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO E PÂNICO (CBMERJ) E SISTEMA DE PROTEÇÃO CONTRA DESCARGAS ATMOSFÉRICAS DA UPA DO LAGOMAR, LOCALIZADA EM MACAÉ/",None,216293.95,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2025,6,CONCORRÊNCIA ELETRÔNICA (LEI 14.133/2021),MAIOR DESCONTO,330316,CE 017/2025,SITE DA PREFEITURA,2025-06-26,2025-08-05,2025-05-29,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO E PÂNICO (CBMERJ) E SISTEMA DE PROTEÇÃO CONTRA DESCARGAS ATMOSFÉRICAS DA UPA DA BARRA, LOCALIZADA EM MACAÉ/RJ",None,253757.11,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,6,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,333829,RGP PE 044/2025,SITE DA PREFEITURA,2025-06-17,2025-09-26,2025-06-03,"AQUISIÇÃO DE ÓLEO LUBRIFICANTE, FLUIDO DE SISTEMA DE FREIO E PASTA LUBRIFICANTE, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA EXECUTIVA DE SERVIÇOS PÚBLICOS.",None,280939.88,NÃO,NÃO,
MACAE,FUNDO MUN TRÂNSITO E TRANSPORTE MACAÉ,2025,7,CONCORRÊNCIA ELETRÔNICA (LEI 14.133/2021),TÉCNICA E PREÇO,333503,CE 014/2025,DIÁRIO OFICIAL DO MUNICÍPIO DE MACAÉ,2025-07-18,2025-08-27,2025-05-22,"PRESTAÇÃO DE SERVIÇO DE CONSULTORIAPARA REALIZAR A ANÁLISE E DIAGNÓSTICO DO ATUAL SISTEMA DE TRANSPORTE PÚBLICO COLETIVO DE MACAÉ E A PROPOSIÇÃO DE UM NOVO MODELO DE TRANSPORTE PÚBLICO, COM VISTAS À M",None,676666.65,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,9,CONCORRÊNCIA ELETRÔNICA (LEI 14.133/2021),TÉCNICA E PREÇO,333053,CE 013/2025,SITE DA PREFEITURA,2025-09-05,2025-10-01,2025-05-20,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ENGENHARIA CONSULTIVA PARA A PRESTAÇÃO DE SERVIÇOS DE COORDENAÇÃO, APOIO TÉCNICO, ELABORAÇÃO DE PROJETOS DE ENGENHARIA E ARQUITETURA E APOIO À FISCALIZAÇÃO E SU",None,55529752.68,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2025,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,329293,RGP PE F039/2025,PORTAL DA TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2025-05-29,2025-06-04,2025-05-19,"AQUISIÇÃO DE MATERIAL DE CONSUMO HOSPITALAR DO TIPO LUVAS CIRÚRGICAS COMUNS E ISENTAS DE LÁTEX, VISANDO ATENDER AS NECESSIDADES DE TODAS AS UNIDADES DE SAÚDE VINCULADAS A SECRETARIA MUNICIPAL DE SAÚDE",None,691095.51,NÃO,NÃO,50.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2025,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,329387,RGP PE F040/2025,PORTAL NACIONAL DE CONTRATAÇÕES PÚBLICAS - PNCP,2025-05-29,2025-06-09,2025-05-19,"AQUISIÇÃO DE MATERIAL HOSPITALAR DO TIPO TUBOS ENDOTRAQUEAIS, FIXADORES PARA TUBO, GUIAS PARA INTUBAÇÃO E TUBOS SUPRAGLÓTICOS, VISANDO ATENDER A SECRETARIA MUNICIPAL ADJUNTA DE ALTA E MÉDIA COMPLEXIDA",None,480702.5,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,5,CONCORRÊNCIA ELETRÔNICA (LEI 14.133/2021),MAIOR DESCONTO,329684,CE 012/2025,SITE DA PREFEITURA,2025-05-29,2025-06-26,2025-05-12,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONSTRUÇÃO CIVIL PARA EXECUÇÃO DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO E PÂNICO (CBMERJ) DO ESTÁDIO CLÁUDIO MOACYR DE AZEVEDO, LOCALIZADO NA RUA FERNANDO HIPÓLI",None,144491.89,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2025,6,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,329358,RGP PE F041/2025,PORTAL NACIONAL DE CONTRATAÇÕES PÚBLICAS - PNCP,2025-06-02,2025-06-09,2025-05-21,"AQUISIÇÃO DE CAIXAS TIPO BIN E MALOTES, VISANDO ATENDER AS NECESSIDADES DO ALMOXARIFADO CENTRAL E ALMOXARIFADO FARMÁCIA, VINCULADOS A SECRETARIA MUNICIPAL DE SAÚDE.",None,479008.0,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,329516,RGP PE 037/2025,DOM,2025-05-28,2025-06-12,2025-05-09,"O OBJETO DESTA LICITAÇÃO TRATA-SE DO REGISTRO DE PREÇOS PARA AQUISIÇÃO DE CIMENTO PORTLAND, MATERIAL CLINKER, TIPO CP III, SACO 50KG PARA MANUTENÇÃO DOS LOGRADOUROS PÚBLICOS, PARA ATENDER ÀS NECESSIDA",None,282640.0,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,329395,PE 031/2025,SITE DA PREFEITURA,2025-04-15,2025-05-26,2025-03-28,"AQUISIÇÃO DE MATERIAIS DIDÁTICO E PAPELARIA, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA EXECUTIVA DE EDUCAÇÃO BÁSICA.",None,5009972.81,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,330958,PE 036/2025,EXTRA,2025-05-27,2025-07-02,2025-05-07,"CONTRATAÇÃO DE EMPRESAS ESPECIALIZADAS PARA A OFERTA DE CURSOS DE QUALIFICAÇÃO PROFISSIONAL NO SETOR ONSHORE/OFFSHORE (OU CORRELATAS), VISANDO ATENDER AS NECESSIDADES DA SECRETARIA EXECUTIVA DE QUALIF",None,16988601.28,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,330957,035/2025,EXTRA,2025-05-23,2025-06-18,2025-05-07,"CONTRATAÇÃO DE EMPRESAS ESPECIALIZADAS PARA A OFERTA DE CURSOS DE QUALIFICAÇÃO PROFISSIONAL NO SETOR ONSHORE/OFFSHORE (OU CORRELATAS), PINTOR INDUSTRIAL COM PISTOLA CONVENCIONAL, CALDEIREIRO MONTADOR,",None,8495960.12,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,5,LEILÃO (LEI 8.666/93),MAIOR LANCE OU OFERTA,329317,LP 002/2025,DIÁRIO OFICIAL DO MUNICÍPIO DE MACAÉ,2025-05-27,2025-06-03,2025-05-07,"AUTORIZAÇÃO DE USO COMERCIAL DE ESPAÇO A TÍTULO PRECÁRIO E ONEROSO DO PARQUE DE EXPOSIÇÕES LATIFF MUSSI ROCHA E CENTRO DE CONVENÇÕES JORNALISTA ROBERTO MARINHO, PARA ORGANIZAÇÃO, PRODUÇÃO E REALIZAÇÃO",None,120743.55,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,6,CONCORRÊNCIA ELETRÔNICA (LEI 14.133/2021),MAIOR DESCONTO,329424,CE 006/2025,SITE DA PREFEITURA,2025-06-09,2025-06-13,2025-04-25,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA INSTALAÇÃO DE SISTEMAS DE CLIMATIZAÇÃO, VENTILAÇÃO E EXAUSTÃO MECÂNICA NO PAÇO MUNICIPAL, COM FORNECIMENTO DE MÃO DE OBRA, MATERIAIS, EQUIPAMENTOS NECESSÁRIOS",None,7993678.38,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,5,PREGÃO ELETRÔNICO,MENOR PREÇO GLOBAL,330415,PE 034/2025,DIÁRIO OFICIAL DO MUNICÍPIO DE MACAÉ,2025-05-20,2025-06-17,2025-05-01,"CONTRATAÇÃO DE EXAMES CLÍNICOS E COMPLEMENTARES NA ÁREA DE MEDICINA OCUPACIONAL, REALIZAÇÃO DE ATESTADOS DE SAÚDE OCUPACIONAL (ASO), COM O OBJETIVO DE ATENDER ÀS NECESSIDADES DA COORDENAÇÃO DO SERVIÇO",None,10496201.6,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,6,CONCORRÊNCIA (LEI 8.666/93),MAIOR DESCONTO,330535,CE 008/2025,EXTRA,2025-06-12,2025-07-22,2025-05-01,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PROJETOS DE OBRAS DE ARTE PARA ELABORAÇÃO DE PROJETO EXECUTIVO DE PONTE EM CONCRETO ARMADO E/OU PROTENDIDO SOBRE O RIO SÃO PEDRO, PARA ACESSO AO ASSENTAMENTO OS",None,334288.28,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2025,6,CONCORRÊNCIA ELETRÔNICA (LEI 14.133/2021),MAIOR DESCONTO,330086,CE 007/2025,SITE DA PREFEITURA,2025-06-11,2025-08-05,2025-04-29,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONSTRUÇÃO CIVIL PARA EXECUÇÃO DA OBRA DE REFORMA DO CAPS III, LOCALIZADO NA RUA CONDE DE ARARUAMA, BAIRRO CENTRO, MACAÉ/RJ, COM FORNECIMENTO DE MÃO DE OBRA, MA",None,2293622.76,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,5,CONCORRÊNCIA (LEI 8.666/93),MAIOR DESCONTO,329326,CE 009/2025,EXTRA,2025-05-19,2025-06-10,2025-05-01,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ENGENHARIA ELÉTRICA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E ADEQUAÇÕES DE BENS IMÓVEIS, EQUIPAMENTOS E COMPONENTES AUXILIARES RELACIONADOS ÀS SUBESTAÇÕES ELÉTRI",None,7462636.05,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2025,8,CONCORRÊNCIA (LEI 8.666/93),MAIOR DESCONTO,331486,CE 010/2025,DOM,2025-08-04,2025-08-22,2025-05-06,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONSTRUÇÃO CIVIL PARA DEMOLIÇÃO E CONSTRUÇÃO DE NOVO CASTELO D'ÁGUA DO COLÉGIO ESTADUAL CARLOS WALTER, LOCALIZADO NA RUA W18, LOTE 221, QUADRA 20, NO BAIRRO LAG",None,424980.78,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2025,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,332666,RGP PE F038/2025,PORTAL NACIONAL DE CONTRATAÇÕES PÚBLICAS - PNCP,2025-05-09,2025-05-23,2025-04-24,"AQUISIÇÃO DE MATERIAIS DE CONSUMO HOSPITALARES DO TIPO SONDAS PARA ASPIRAÇÃO TRAQUEAL, NASOENTERAL E NASOGÁSTRICA, VISANDO ATENDER AS NECESSIDADES DE TODAS AS UNIDADES DE SAÚDE VINCULA A ESTA SECRETAR",None,256303.94,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2025,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,332168,PE F037/2025,PORTAL DA TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2025-05-07,2025-05-13,2025-04-17,"AQUISIÇÃO DE REAGENTE PARA DIAGNÓSTICO CLÍNICO 3 COM DISPONIBILIZAÇÃO DE EQUIPAMENTO COMPATÍVEL EM REGIME DE COMODATO, VISANDO ATENDER ÀS NECESSIDADES DOS LABORATÓRIOS DE ANÁLISE CLÍNICA DO HOSPITAL P",None,1584000.0,NÃO,NÃO,
MACAE,CAMARA MACAE,2025,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,331326,PE 002/2025 SRP,"DIÁRIO OFICIAL DO MUNICÍPIO (WWW,MACAE.RJ.GOV.BR)",2025-05-09,2025-07-03,2025-04-17,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA EVENTUAL PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS, SEM MOTORISTA PARA OS VEÍCULOS DO TIPO SEDAN E PICK-UP E COM MOTORISTA PARA VEÍCULOS PESADOS DO TIPO VAN,",None,7037820.0,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2025,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,328867,RGP PE F036/2025,PORTAL NACIONAL DE CONTRATAÇÕES PÚBLICAS - PNCP,2025-05-07,2025-05-20,2025-04-17,"AQUISIÇÃO DE MATERIAIS DE CONSUMO DO TIPO MATERIAIS PARA ARTETERAPIA (LÁPIS DE COR, TINTA GUACHE, PINCEL, ETC), VISANDO ATENDER AS NECESSIDADES DAS UNIDADES DE SAÚDE VINCULADAS A SECRETARIA MUNICIPAL",None,243698.04,NÃO,NÃO,
MACAE,CAMARA MACAE,2025,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,332263,PE 001/2025 SRP,DIÁRIO OFICIAL DO MUNICÍPIO (WWW.MACAE.RJ.GOV.BR),2025-05-06,2025-06-02,2025-04-15,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE COFFE BREAK, COQUETEL, REFEIÇÕES E BUFFET DE CAFÉ DA MANHÃ, PARA ATENDER AS NECESSIDADES DA CÂMARA MUNICIPAL DE MACAÉ, CONFORME CONDIÇÕ",None,794483.6,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2025,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,328711,RGP PE F035/2025,PORTAL NACIONAL DE CONTRATAÇÕES PÚBLICAS - PNCP,2025-05-05,2025-05-16,2025-04-15,"AQUISIÇÃO DE MATERIAIS DE CONSUMO DO TIPO COLHER, ESCOVA, MAMADEIRAS ENTRE OUTROS, VISANDO ATENDER AS NECESSIDADES DA COORDENAÇÃO GERAL DE ENFERMAGEM E A COORDENAÇÃO DE NUTRIÇÃO, VINCULADOS A SECRETAR",None,88305.0,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2025,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,331276,RGP PE F034/2025,PORTAL NACIONAL DE CONTRATAÇÕES PÚBLICAS - PNCP,2025-05-05,2025-06-23,2025-04-15,"AQUISIÇÃO DE INSUMOS DIVERSOS PARA LABORATÓRIO (RECIPIENTE COLETOR, MICROPIPETA, ALÇA BACTERIOLÓGICA, ENTRE OUTROS), VISANDO ATENDER AS NECESSIDADES DA COORDENADORIA DE LABORATÓRIOS DE ANÁLISES CLÍNIC",None,1124287.6,NÃO,NÃO,
MACAE,FUNDO MUN TRÂNSITO E TRANSPORTE MACAÉ,2025,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,329076,PESRP 032/2025,DIÁRIO OFICIAL DO MUNICÍPIO DE MACAÉ,2025-04-28,2025-05-07,2025-04-05,"AQUISIÇÃO DE TENDAS SANFONADAS, PARA ATENDER ÀS NECESSIDADES DA SECRETARIA MUNICIPAL DE MOBILIDADE URBANA – SEMMURB.",None,87052.24,NÃO,NÃO,
